Reporting Fiscal Year,Agency,Agency Name,Resource indicators,Previous FY Actual,Current FY Plan,Current FY Updated Plan,Next FY Plan,Previous FY 4-Month Actual,Current FY 4-Month Actual,Notes
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,"Overtime paid ($000,000)",$53.20,$39.20,$39.20,$39.20,$15.40,$13.60,
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,"Capital commitments ($000,000)",$36.60,$121.40,$195.40,$135.10,$2.90,$18.10,
2025,ACS,ADMIN FOR CHILDREN'S SERVICES,"Human services contract budget ($000,000)","$2,009.00","$1,432.80","$1,899.00","$1,520.10",$627.90,$741.30,
2025,BIC,BUSINESS INTEGRITY COMMISSION,"Expenditures ($000,000)",$8.80,$8.50,$8.80,$8.70,$4.20,$4.00,Includes all funds.
2025,BIC,BUSINESS INTEGRITY COMMISSION,"Revenues ($000,000)",$7.60,$6.60,$6.60,$6.60,$2.10,$3.00,
2025,BIC,BUSINESS INTEGRITY COMMISSION,Personnel,66,73,74,73,72,65,
2025,BIC,BUSINESS INTEGRITY COMMISSION,Overtime paid ($000),$24,$0,$29,$0,$10,$12,
2025,BOE,BOARD OF ELECTIONS,"Expenditures ($000,000)",$257.30,$145.60,$182.70,$146.70,$49.40,$59.70,Includes all funds.
2025,BOE,BOARD OF ELECTIONS,Revenues ($000),$31.70,$38.00,$38.00,$38.00,$4.80,$4.70,
2025,BOE,BOARD OF ELECTIONS,Personnel,875,652,652,652,859,905,
2025,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$12.40,$8.30,$8.30,$8.30,$1.80,$2.50,
2025,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$11.50,$14.50,$14.60,$15.00,$3.90,$4.20,Includes all funds.
2025,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,105,140,142,145,107,109,
2025,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$0,$4,$4,$4,$0,$0,
2025,CCRB,CIVILIAN COMPLAINT REVIEW BOARD,"Expenditures ($000,000)",$25.90,$27.80,$27.80,$27.90,$7.70,$7.60,Includes all funds.
2025,CCRB,CIVILIAN COMPLAINT REVIEW BOARD,Personnel,227,259,257,258,240,218,
2025,CCRB,CIVILIAN COMPLAINT REVIEW BOARD,Overtime paid ($000),$386,$600,$547,$600,$117,$105,
2025,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)","$1,281.90","$1,368.60","$1,385.60","$1,283.40",$117.40,$375.90,Includes all funds.
2025,CUNY,CITY UNIVERSITY OF NEW YORK,"Revenues ($000,000)",$214.70,$415.30,$365.30,$415.30,$44.70,$39.20,
2025,CUNY,CITY UNIVERSITY OF NEW YORK,Personnel,"7,618","9,375","9,375","9,375","8,194","8,268",
2025,CUNY,CITY UNIVERSITY OF NEW YORK,"Overtime paid ($000,000)",$8.30,$3.60,$3.70,$3.60,$2.20,$2.60,
2025,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Expenditures ($000,000)",$67.90,$65.50,$67.90,$75.10,$36.70,$17.40,Includes all funds.
2025,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Revenues ($000,000)",$21.00,$17.20,$19.30,$18.50,$5.50,$7.00,
2025,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,402,454,$471,$475,421,396,
2025,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$66,$228,$228,$114,$34,$47,
2025,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,823.50","$2,093.30","$2,098.50","$1,932.90","$1,333.90","$1,692.70",Includes all funds.
2025,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$72.30,$64.30,$62.60,$63.70,$25.70,$27.20,
2025,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,111","2,557","2,591","2,591","2,109","2,078",
2025,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$30.00,$22.60,$22.70,$22.40,$8.20,$8.50,
2025,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$101.60,$283.80,$297.90,$278.30,$24.90,$44.60,
2025,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$222.60,$253.90,$254.00,$164.40,$116.10,$110.50,Includes all funds.
2025,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,65,77,76,75,66,67,
2025,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$10,$0,$0,$0,$5,$9,
2025,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$268.50,$247.50,$409.90,$189.90,$27.60,$13.70,
2025,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$45.70,$49.50,$57.90,$46.70,$20.00,$19.30,Includes all funds.
2025,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$4.20,$2.70,$2.70,$2.70,$0.50,$1.10,
2025,DCP,DEPARTMENT OF CITY PLANNING,Personnel,318,375,375,373,319,318,
2025,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$38,$32,$30,$32,$10,$12,
2025,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Expenditures ($000,000)",$171.90,$179.80,$177.60,$159.40,$79.20,$70.70,Includes all funds.
2025,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Revenues ($000),$0.00,$50.00,$50.00,$50.00,$0.00,$0.60,
2025,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Personnel,"1,099","1,192","1,187","1,187","1,074","1,123",
2025,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Overtime paid ($000,000)",$1.50,$1.10,$1.10,$1.10,$0.40,$0.40,
2025,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Capital commitments (capital projects managed for client agencies) ($000,000)","$2,548.00","$4,197.50","$3,715.30",NA,NA,NA,
2025,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Expenditures ($000,000)","$1,622.70","$1,677.40","$1,725.70","$1,640.60",$742.20,$742.00,Includes all funds.
2025,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Revenues ($000,000)",$22.20,$20.60,$20.60,$20.60,$6.20,$5.60,DEP revenues shown here do not include any of the approximately $1.5 billion the City receives annually from the NYC Water Board in reimbursement for operations & maintenance and in rent.
2025,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,Personnel,"5,759","6,503","6,514","6,514","5,845","5,728",
2025,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Overtime paid ($000,000)",$65.40,$46.10,$49.40,$47.10,$18.60,$19.00,
2025,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Capital commitments ($000,000)","$2,501.20","$3,252.80","$3,392.70","$3,928.80",$198.50,$942.10,
2025,DFTA,DEPARTMENT FOR THE AGING,"Expenditures ($000,000)",$509.40,$550.20,$550.70,$426.20,$322.40,$296.80,Includes all funds.
2025,DFTA,DEPARTMENT FOR THE AGING,"Revenues ($000,000)",$4.00,$1.00,$1.10,$1.00,$0.50,$0.50,
2025,DFTA,DEPARTMENT FOR THE AGING,Personnel,326,353,353,351,307,322,Personnel’ includes the full-time equivalent of non-DFTA employees who are older New Yorkers participating in DFTA’s Senior Employment (Title V) program.
2025,DFTA,DEPARTMENT FOR THE AGING,Overtime paid ($000),$47,$0,$0,$0,$8,$15,
2025,DFTA,DEPARTMENT FOR THE AGING,"Capital commitments ($000,000)",$4.40,$14.30,$15.70,$28.60,$2.50,$0.20,
2025,DFTA,DEPARTMENT FOR THE AGING,"Human services contract budget ($000,000)",$450.60,$330.50,$472.10,$282.80,$207.60,$170.20,
2025,DHS,DEPARTMENT OF HOMELESS SERVICES,"Expenditures ($000,000)","$3,892.20","$3,906.70","$4,041.80","$3,578.10","$2,516.60","$2,947.70",Includes all funds.
2025,DHS,DEPARTMENT OF HOMELESS SERVICES,Personnel,"1,811","1,920","1,925","1,893","1,798","1,799",
2025,DHS,DEPARTMENT OF HOMELESS SERVICES,"Overtime paid ($000,000)",$28.70,$17.70,$17.70,$14.90,$8.90,$6.30,
2025,DHS,DEPARTMENT OF HOMELESS SERVICES,"Capital commitments ($000,000)",$33.40,$99.90,$129.40,$88.10,$2.90,$17.30,
2025,DHS,DEPARTMENT OF HOMELESS SERVICES,"Human services contract budget ($000,000)","$3,332.60","$3,658.00","$3,890.90","$3,012.30","$1,083.30","$1,499.90",
2025,DOB,DEPARTMENT OF BUILDINGS,"Expenditures ($000,000)",$190.30,$212.40,$206.30,$220.40,$62.90,$62.00,Includes all funds.
2025,DOB,DEPARTMENT OF BUILDINGS,"Revenues ($000,000)",$353.80,$345.30,$348.00,$347.60,$114.70,$124.00,
2025,DOB,DEPARTMENT OF BUILDINGS,Personnel,"1,563","1,676","1,772","1,837","1,589","1,522",
2025,DOB,DEPARTMENT OF BUILDINGS,"Overtime paid ($000,000)",$4.60,$3.00,$3.10,$3.00,$2.30,$0.90,
2025,DOC,DEPARTMENT OF CORRECTION,"Expenditures ($000,000)","$1,277.60","$1,049.80","$1,158.40","$1,213.30",$404.60,$437.80,Includes all funds.
2025,DOC,DEPARTMENT OF CORRECTION,"Revenues ($000,000)",$11.30,$11.80,$11.80,$11.80,$3.20,$4.30,
2025,DOC,DEPARTMENT OF CORRECTION,Personnel (uniformed),"5,954","7,060","7,060","7,060","6,302","5,876",
2025,DOC,DEPARTMENT OF CORRECTION,Personnel (civilian),"1,537","1,791","1,827","1,825","1,561","1,552",
2025,DOC,DEPARTMENT OF CORRECTION,"Overtime paid ($000,000)",$281.80,$134.90,$137.90,$160.80,$81.00,$89.90,
2025,DOC,DEPARTMENT OF CORRECTION,"Capital commitments ($000,000)",$982.50,"$2,871.70","$2,761.80","$2,718.70",$21.60,"$1,390.40",
2025,DOE,DEPARTMENT OF EDUCATION,"Expenditures ($000,000)","$33,367.60","$32,682.10","$33,651.90","$33,498.70","$14,164.90","$14,052.10",Includes all funds.
2025,DOE,DEPARTMENT OF EDUCATION,"Revenues ($000,000)",$49.20,$52.70,$52.70,$52.70,$15.90,$8.90,
2025,DOE,DEPARTMENT OF EDUCATION,Personnel,"143,663","152,736","152,819","150,438","142,531","145,592",
2025,DOE,DEPARTMENT OF EDUCATION,"Overtime paid ($000,000)",$40.50,$17.80,$17.80,$17.70,$6.50,$5.60,
2025,DOE,DEPARTMENT OF EDUCATION,"Human services contract budget ($000,000)","$1,952.30","$1,471.10","$1,914.50","$1,739.00",$564.20,$624.80,
2025,DOF,DEPARTMENT OF FINANCE,"Expenditures ($000,000)",$341.80,$348.00,$361.10,$358.50,$146.50,$174.10,Includes all funds.
2025,DOF,DEPARTMENT OF FINANCE,"Revenues ($000,000)","$1,179.10","$1,078.90","$1,095.20","$1,074.70",$401.80,$408.70,
2025,DOF,DEPARTMENT OF FINANCE,Personnel,"1,709","2,033","2,044","2,043","1,691","1,672",
2025,DOF,DEPARTMENT OF FINANCE,Overtime paid ($000),"$7,920","$1,358","$1,845","$1,358","$2,122","$2,234",
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Expenditures ($000,000)","$2,344.30","$2,232.10","$2,779.40","$2,133.40","$1,511.20","$1,527.10",Includes all funds.
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Revenues ($000,000)",$34.70,$31.60,$31.60,$31.60,$10.60,$13.70,
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Personnel,"6,253","6,959","7,105","7,010","6,192","6,276",
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Overtime paid ($000,000)",$21.00,$5.60,$9.60,$5.70,$7.30,$5.60,
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$115.30,$187.00,$201.70,$203.50,$35.90,$7.90,
2025,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Human services contract budget ($000,000)","$1,008.00",$967.20,"$1,129.50",$936.30,$356.70,$413.40,
2025,DOI,DEPARTMENT OF INVESTIGATION,"Expenditures ($000,000)",$55.70,$53.80,$62.60,$55.00,$32.60,$32.90,Includes all funds.
2025,DOI,DEPARTMENT OF INVESTIGATION,"Revenues ($000,000)",$3.50,$4.20,$4.20,$4.20,$0.40,$0.20,
2025,DOI,DEPARTMENT OF INVESTIGATION,Personnel,273,285,312,295,280,267,
2025,DOI,DEPARTMENT OF INVESTIGATION,Overtime paid ($000),$447,$107,$107,$107,$133,$108,
2025,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Expenditures ($000,000)",$972.60,$813.00,$928.00,$743.20,$497.70,$492.30,Includes all funds.
2025,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Revenues ($000,000)",$147.70,$142.80,$142.80,$141.40,$45.90,$46.70,
2025,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Personnel,"1,526","1,540","1,574","1,557","1,525","1,515",
2025,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Overtime paid ($000),"$2,066",$305,$305,$305,$616,$789,
2025,DOP,DEPARTMENT OF PROBATION,"Expenditures ($000,000)",$106.50,$113.90,$127.30,$114.60,$53.90,$50.70,Includes all funds.
2025,DOP,DEPARTMENT OF PROBATION,Revenues ($000),$120.50,$302.00,$302.00,$302.00,$42.50,$20.40,
2025,DOP,DEPARTMENT OF PROBATION,Personnel,893,"1,082","1,111","1,079",964,906,
2025,DOP,DEPARTMENT OF PROBATION,Overtime paid ($000),"$2,947","$2,776","$2,776","$2,776","$1,492","$1,307",
2025,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Expenditures ($000,000)",$13.50,$14.80,$15.30,$14.80,$9.30,$8.00,Includes all funds.
2025,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Revenues ($000,000)",$0.70,$0.90,$0.90,$0.90,$0.20,$0.20,
2025,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Personnel,58,54,55,54,55,55,
2025,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Overtime paid ($000),$0,$0,$0,$0,$0,$0,
2025,DOT,DEPARTMENT OF TRANSPORTATION,"Expenditures ($000,000)","$1,471.10","$1,449.30","$1,478.90","$1,465.60",$816.80,$787.70,Includes all funds.
2025,DOT,DEPARTMENT OF TRANSPORTATION,"Revenues ($000,000)",$472.40,$473.60,$474.40,$479.20,$121.10,$129.70,
2025,DOT,DEPARTMENT OF TRANSPORTATION,Personnel,"5,891","6,105","6,150","6,159","5,769","5,866",
2025,DOT,DEPARTMENT OF TRANSPORTATION,"Overtime paid ($000,000)",$92.40,$51.80,$51.70,$52.00,$25.60,$31.00,
2025,DOT,DEPARTMENT OF TRANSPORTATION,"Capital commitments ($000,000)","$1,128.30","$2,059.10","$1,823.30","$2,828.20",$161.40,$189.60,
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,"Expenditures ($000,000)",$639.00,$618.00,$647.70,$640.40,$233.80,$240.40,Includes all funds.
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,"Revenues ($000,000)",$69.80,$67.30,$67.10,$67.30,$27.20,$29.60,
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,Personnel (Total FT and FTE),"6,802","7,275","7,764","7,757","6,755","6,876",
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time equivalent (FTE) personnel,"2,526","2,825","2,809","2,774","2,397","2,309",
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,Parks Opportunity Program (POP) participants,895,"1,012","1,127","1,157","1,149",760,"The Parks Opportunity Program participants, reflected as full-time equivalents, are a subtotal of the Department's total Personnel count."
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,"Overtime paid ($000,000)",$27.80,$13.50,$14.50,$14.10,$12.10,$8.40,
2025,DPR,DEPARTMENT OF PARKS AND RECREATION,"Capital commitments ($000,000)",$622.20,$724.20,$778.80,"$1,296.40",$125.60,$88.30,
2025,DSNY,DEPARTMENT OF SANITATION,"Expenditures ($000,000)","$1,977.80","$1,947.50","$1,995.70","$1,932.10",$958.60,$942.70,Includes all funds.
2025,DSNY,DEPARTMENT OF SANITATION,"Revenues ($000,000)",$18.40,$16.40,$16.40,$20.20,$4.40,$6.40,
2025,DSNY,DEPARTMENT OF SANITATION,Personnel (uniformed),"8,150","7,955","7,955","7,846","8,447","8,266",
2025,DSNY,DEPARTMENT OF SANITATION,Personnel (civilian),"1,872","1,923","1,915","1,918","1,952","1,871",
2025,DSNY,DEPARTMENT OF SANITATION,"Overtime paid ($000,000)",$162.50,$151.30,$155.90,$129.30,$55.70,$57.70,
2025,DSNY,DEPARTMENT OF SANITATION,"Capital commitments ($000,000)",$282.80,$502.00,$398.50,$295.70,$27.10,$178.40,
2025,DVS,DEPARTMENT OF VETERANS' SERVICES,"Expenditures ($000,000)",$5.10,$6.40,$7.00,$5.90,$1.90,$1.30,Includes all funds.
2025,DVS,DEPARTMENT OF VETERANS' SERVICES,Personnel,36,39,39,39,33,37,
2025,DVS,DEPARTMENT OF VETERANS' SERVICES,Overtime paid ($000),$18,$0,$0,$0,$3,$3,
2025,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Expenditures ($000,000)","$1,291.70","$1,392.00","$1,410.10","$1,225.90",$879.30,$983.20,Includes all funds.
2025,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Personnel,572,621,639,668,528,590,
2025,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Overtime paid ($000),$171,$154,$157,$154,$55,$33,
2025,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Human services contract budget ($000,000)","$1,021.70",$882.70,"$1,107.20",$744.50,$372.10,$349.80,
2025,EDC,ECONOMIC DEVELOPMENT CORPORATION,Personnel,545,553,607,607,518,588,
2025,EDC,ECONOMIC DEVELOPMENT CORPORATION,"Capital commitments ($000,000)",$529.20,$789.80,$908.30,$778.30,$129.80,$147.10,
2025,FDNY,FIRE DEPARTMENT,"Expenditures ($000,000)","$2,719.80","$2,571.40","$2,728.00","$2,640.70",$891.30,$932.20,Includes all funds.
2025,FDNY,FIRE DEPARTMENT,"Revenues ($000,000)",$115.00,$103.00,$103.00,$103.00,$40.90,$57.90,
2025,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"10,652","10,952","10,952","10,952","10,515","10,814",
2025,FDNY,FIRE DEPARTMENT,Personnel (civilian),"6,537","6,370","6,361","6,362","6,537","6,402",
2025,FDNY,FIRE DEPARTMENT,"Overtime paid ($000,000)",$534.80,$426.70,$452.30,$438.60,$160.20,$169.20,
2025,FDNY,FIRE DEPARTMENT,"Capital commitments ($000,000)",$174.80,$242.30,$259.20,$285.70,$106.20,$21.00,
2025,H + H,HEALTH AND HOSPITALS CORP,"Expenditures ($000,000)","$12,414.40","$12,222.20","$12,222.20","$10,720.60","$3,838.40","$4,650.10",Includes all funds.
2025,H + H,HEALTH AND HOSPITALS CORP,"Revenues ($000,000)","$13,174.50","$13,045.30","$13,045.30","$11,616.80","$4,039.70","$4,751.20",
2025,H + H,HEALTH AND HOSPITALS CORP,Personnel,"43,582","40,487","44,554","44,554","40,967","44,719",
2025,H + H,HEALTH AND HOSPITALS CORP,"Overtime paid ($000,000)",$258.70,$191.80,$192.90,$192.90,$84.60,$101.40,
2025,H + H,HEALTH AND HOSPITALS CORP,"Capital commitments ($000,000)",$386.00,$692.40,$831.50,$736.80,$97.30,$60.00,
2025,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Expenditures ($000,000)","$1,871.80","$1,993.10","$2,040.20","$1,689.20",$531.50,$771.60,Includes all funds.
2025,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Revenues ($000,000)",$110.10,$39.40,$66.60,$39.50,$39.80,$36.30,
2025,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Personnel,"2,433","2,721","2,792","2,834","2,488","2,393",
2025,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Overtime paid ($000,000)",$3.70,$2.90,$2.90,$2.90,$1.50,$0.90,
2025,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Capital commitments ($000,000)","$2,400.40","$2,151.90","$3,560.90","$3,267.90",$24.10,$335.70,
2025,HRA,HUMAN RESOURCES ADMINISTRATION,"Expenditures ($000,000)","$12,448.80","$11,811.20","$13,280.00","$11,468.60","$4,449.70","$4,907.10",Includes all funds.
2025,HRA,HUMAN RESOURCES ADMINISTRATION,"Revenues ($000,000)",$61.10,$42.60,$42.60,$42.60,$13.40,$18.80,
2025,HRA,HUMAN RESOURCES ADMINISTRATION,Personnel,"11,044","12,138","12,180","12,051","11,047","11,011",
2025,HRA,HUMAN RESOURCES ADMINISTRATION,"Overtime paid ($000,000)",$109.70,$41.90,$40.10,$38.70,$32.40,$19.80,
2025,HRA,HUMAN RESOURCES ADMINISTRATION,"Capital commitments ($000,000)",$117.80,$170.00,$174.40,$127.90,$37.60,$53.20,
2025,HRA,HUMAN RESOURCES ADMINISTRATION,"Human services contract budget ($000,000)",$925.60,$871.00,$930.10,$797.50,$268.20,$217.50,
2025,LAW,LAW DEPARTMENT,"Expenditures ($000,000)",$325.30,$254.60,$310.70,$259.00,$105.60,$139.20,Includes all funds.
2025,LAW,LAW DEPARTMENT,"Revenues ($000,000)",$65.40,$18.00,$18.00,$18.00,$27.50,$10.00,
2025,LAW,LAW DEPARTMENT,Personnel,"1,482","1,553","1,507","1,630","1,528","1,488",
2025,LAW,LAW DEPARTMENT,Overtime paid ($000),"$2,296","$2,131","$2,131","$2,131",$677,$727,
2025,LIB,PUBLIC LIBRARIES,"Expenditures ($000,000)",$461.60,$488.90,$497.60,$480.30,$188.90,$194.40,Includes all funds.
2025,LIB,PUBLIC LIBRARIES,Personnel,"4,043","4,182","4,360","4,360","4,084","4,154",
2025,LIB,PUBLIC LIBRARIES,"Capital commitments ($000,000)",$149.90,$176.30,$275.40,$99.90,$68.30,$7.00,
2025,LPC,LANDMARKS PRESERVATION COMM.,"Expenditures ($000,000)",$8.00,$7.90,$8.80,$8.10,$2.60,$2.70,Includes all funds.
2025,LPC,LANDMARKS PRESERVATION COMM.,"Revenues ($000,000)",$8.50,$7.10,$7.10,$7.10,$2.40,$4.10,
2025,LPC,LANDMARKS PRESERVATION COMM.,Personnel,73,82,81,81,76,71,
2025,LPC,LANDMARKS PRESERVATION COMM.,Overtime paid ($000),$21,$7,$7,$7,$0,$0,
2025,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,"Expenditures ($000,000)",$174.70,$198.60,$135.40,$88.90,$113.30,$78.40,Includes all funds.
2025,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Personnel,224,209,244,96,207,225,
2025,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Overtime paid ($000),"$1,005",$184,$184,$184,$442,$205,
2025,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Expenditures ($000,000)","$4,052.50","$5,283.30","$5,355.80","$5,546.90","$1,550.00","$1,683.70",Includes all funds.
2025,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Revenues ($000,000)","$4,170.10","$5,229.00","$5,355.80","$5,329.90","$1,378.20","$1,646.50",
2025,NYCHA,NEW YORK CITY HOUSING AUTHORITY,Personnel,"11,896","11,877","12,451","12,368","11,913","12,024",
2025,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Overtime paid ($000,000)",$178.60,$109.50,$181.60,$181.60,$67.30,$71.70,
2025,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Capital commitments ($000,000)",$862.20,"$1,063.80",$968.80,"$1,074.90",$114.00,$130.20,
2025,NYPD,POLICE DEPARTMENT,"Expenditures ($000,000)","$6,627.30","$5,832.90","$6,419.90","$6,149.90","$2,126.50","$2,081.30",Includes all funds.
2025,NYPD,POLICE DEPARTMENT,"Revenues ($000,000)",$98.90,$95.80,$95.60,$96.20,$38.40,$36.40,
2025,NYPD,POLICE DEPARTMENT,Personnel (uniformed),"33,812","35,001","35,051","35,001","33,399","33,443",
2025,NYPD,POLICE DEPARTMENT,Personnel (civilian),"14,588","15,582","15,783","15,537","15,081","14,379",
2025,NYPD,POLICE DEPARTMENT,"Overtime paid ($000,000)","$1,093.30",$564.80,$685.70,$577.80,$323.00,$370.80,
2025,NYPD,POLICE DEPARTMENT,"Capital commitments ($000,000)",$145.10,$227.00,$290.60,$248.10,$5.40,$0.70,
2025,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Expenditures ($000,000)",$67.30,$73.40,$74.60,$77.20,$22.30,$25.40,Includes all funds.
2025,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Revenues ($000,000)",$146.60,$144.10,$144.80,$144.40,$51.00,$58.90,
2025,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Personnel,458,556,564,585,460,470,
2025,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Overtime paid ($000),$128,$10,$16,$10,$46,$30,
2025,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Expenditures ($000,000)",$106.50,$104.30,$119.10,$119.60,$36.60,$41.10,This is a subtotal of the Department of Health and Mental Hygiene total. Includes all funds.
2025,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Revenues ($000),$0.40,$50.00,$50.00,$50.00,$0.00,$0.30,This is a subtotal of the Department of Health and Mental Hygiene total.
2025,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Personnel,737,756,846,840,720,739,This is a subtotal of the Department of Health and Mental Hygiene total.
2025,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Overtime paid ($000,000)",$9.80,$2.50,$3.20,$2.50,$2.90,$2.80,This is a subtotal of the Department of Health and Mental Hygiene total.
2025,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Expenditures ($000,000)",$284.40,$272.50,$297.70,$182.10,$151.40,$102.30,Includes all funds.
2025,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Revenues ($000,000)",$0.80,$0.20,$0.20,$0.20,$0.10,$0.10,
2025,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Personnel,320,390,394,391,304,318,
2025,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Overtime paid ($000),$82,$65,$87,$65,$29,$15,
2025,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Human services contract budget ($000,000)",$39.20,$32.50,$27.80,$32.40,$4.60,$5.10,
2025,SCA,SCHOOL CONSTRUCTION AUTHORITY,Personnel,947,"1,059","1,059","1,059",913,943,Actuals are SCA actual comittments.
2025,SCA,SCHOOL CONSTRUCTION AUTHORITY,"Capital commitments ($000,000)","$3,882.80","$5,421.00","$5,121.70","$4,000.00",$724.40,"$1,022.90",
2025,TLC,NYC TAXI AND LIMOUSINE COMM,"Expenditures ($000,000)",$54.50,$60.30,$60.30,$58.00,$23.10,$20.20,Includes all funds.
2025,TLC,NYC TAXI AND LIMOUSINE COMM,"Revenues ($000,000)",$68.00,$60.60,$60.60,$59.80,$22.80,$19.90,
2025,TLC,NYC TAXI AND LIMOUSINE COMM,Personnel,454,619,616,587,459,438,
2025,TLC,NYC TAXI AND LIMOUSINE COMM,Overtime paid ($000),"$1,454",$809,$809,$809,$418,$651,
